stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\Admin\source\repos\Kursach\Corovans\x64\Debug\allegro5.cfg r
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45928] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45934] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45940] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45945] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.45951] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.45957] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.45963] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.45969] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.45976] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.46117] added dtor for bitmap 000001A75B0C0FF0, func 00007FFFD94D1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.46284] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.46296] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.46389] opening Bits/Elf_death.PNG rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   1.46459] opening Bits/Elf_death.PNG rb
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46861] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46876] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46881] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46887] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46893] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46898] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46904] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46910] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.46915] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.46921] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.46927] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.46933] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.46939] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   1.47027] added dtor for bitmap 000001A75B0BF2E0, func 00007FFFD94D1334
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.47093] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.47105] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47428] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47440] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47445] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47451] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47457] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47462] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47468] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47474] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.47480] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.47487] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.47494] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.47501] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.47507] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   1.48738] Glyph 32: 32x55 (32x56)
font     D                ttf.c:286  alloc_glyph_region               [   1.48750] Locking glyph region: 000001A75B0C0C10 0 0 32 56
font     D                ttf.c:166  unlock_current_page              [   1.49774] Unlocking page: 000001A75B0C0C10
font     D                ttf.c:242  alloc_glyph_region               [   1.49838] Glyph 74: 37x55 (40x56)
font     D                ttf.c:286  alloc_glyph_region               [   1.49849] Locking glyph region: 000001A75B0C0C10 32 0 40 56
font     D                ttf.c:166  unlock_current_page              [   1.49884] Unlocking page: 000001A75B0C0C10
font     D                ttf.c:242  alloc_glyph_region               [   1.49927] Glyph 77: 41x55 (44x56)
font     D                ttf.c:286  alloc_glyph_region               [   1.49934] Locking glyph region: 000001A75B0C0C10 72 0 44 56
font     D                ttf.c:166  unlock_current_page              [   1.49965] Unlocking page: 000001A75B0C0C10
font     D                ttf.c:242  alloc_glyph_region               [   1.49995] Glyph 81: 37x55 (40x56)
font     D                ttf.c:286  alloc_glyph_region               [   1.50002] Locking glyph region: 000001A75B0C0C10 116 0 40 56
font     D                ttf.c:166  unlock_current_page              [   1.50041] Unlocking page: 000001A75B0C0C10
font     D                ttf.c:242  alloc_glyph_region               [   1.50083] Glyph 60: 37x55 (40x56)
font     D                ttf.c:286  alloc_glyph_region               [   1.50093] Locking glyph region: 000001A75B0C0C10 156 0 40 56
font     D                ttf.c:166  unlock_current_page              [   1.50120] Unlocking page: 000001A75B0C0C10
font     D                ttf.c:242  alloc_glyph_region               [   1.50148] Glyph 73: 35x55 (36x56)
font     D                ttf.c:286  alloc_glyph_region               [   1.50155] Locking glyph region: 000001A75B0C0C10 196 0 36 56
font     D                ttf.c:166  unlock_current_page              [   1.50181] Unlocking page: 000001A75B0C0C10
font     D                ttf.c:242  alloc_glyph_region               [   1.50202] Glyph 78: 34x55 (36x56)
font     D                ttf.c:286  alloc_glyph_region               [   1.50209] Locking glyph region: 000001A75B0C0C10 232 0 36 56
font     D                ttf.c:166  unlock_current_page              [   1.50230] Unlocking page: 000001A75B0C0C10
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50296] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50303] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50309] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50315] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50320] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50326] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50332] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50337] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.50343] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.50349] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.50355] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.50362] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.50369] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   1.50656] Glyph 42: 30x32 (32x32)
font     D                ttf.c:286  alloc_glyph_region               [   1.50674] Locking glyph region: 000001A75B0C0260 0 0 32 32
font     D                ttf.c:166  unlock_current_page              [   1.50982] Unlocking page: 000001A75B0C0260
font     D                ttf.c:445  cache_glyph                      [   1.51232] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   1.51262] Glyph 16: 14x5 (16x8)
font     D                ttf.c:286  alloc_glyph_region               [   1.51271] Locking glyph region: 000001A75B0C0260 32 0 16 8
font     D                ttf.c:166  unlock_current_page              [   1.51293] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51330] Glyph 68: 19x21 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.51339] Locking glyph region: 000001A75B0C0260 48 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.51366] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51403] Glyph 80: 28x21 (28x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.51412] Locking glyph region: 000001A75B0C0260 68 0 28 24
font     D                ttf.c:166  unlock_current_page              [   1.51432] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51457] Glyph 72: 19x21 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.51466] Locking glyph region: 000001A75B0C0260 96 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.51485] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51526] Glyph 53: 24x31 (24x32)
font     D                ttf.c:286  alloc_glyph_region               [   1.51535] Locking glyph region: 000001A75B0C0260 116 0 24 32
font     D                ttf.c:166  unlock_current_page              [   1.51556] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51580] Glyph 70: 19x21 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.51586] Locking glyph region: 000001A75B0C0260 140 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.51602] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51622] Glyph 82: 23x21 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.51628] Locking glyph region: 000001A75B0C0260 160 0 24 24
font     D                ttf.c:166  unlock_current_page              [   1.51651] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51668] Glyph 84: 14x21 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.51674] Locking glyph region: 000001A75B0C0260 184 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.51689] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51706] Glyph 71: 21x31 (24x32)
font     D                ttf.c:286  alloc_glyph_region               [   1.51712] Locking glyph region: 000001A75B0C0260 200 0 24 32
font     D                ttf.c:166  unlock_current_page              [   1.51728] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   1.51746] Glyph 85: 15x21 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.51754] Locking glyph region: 000001A75B0C0260 224 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.51769] Unlocking page: 000001A75B0C0260
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51827] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51833] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51838] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51844] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51852] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51858] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51864] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51869] Fake format
d3d      D         d3d_disp.cpp:1188 real_choose_bitmap_format        [   1.51875] Fake format
d3d      D         d3d_disp.cpp:1196 real_choose_bitmap_format        [   1.51881] Alpha doesn't match
d3d      D         d3d_disp.cpp:1203 real_choose_bitmap_format        [   1.51887] Adapter format is 23
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   1.51893] Found a format
d3d      I         d3d_disp.cpp:2377 d3d_create_bitmap                [   1.51899] Chose bitmap format 9
font     D                ttf.c:242  alloc_glyph_region               [   1.52192] Glyph 51: 18x24 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.52207] Locking glyph region: 000001A75B0C0640 0 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.52455] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52488] Glyph 84: 11x16 (12x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.52497] Locking glyph region: 000001A75B0C0640 20 0 12 16
font     D                ttf.c:166  unlock_current_page              [   1.52517] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52537] Glyph 72: 15x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.52543] Locking glyph region: 000001A75B0C0640 32 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.52570] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52598] Glyph 85: 12x16 (12x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.52606] Locking glyph region: 000001A75B0C0640 48 0 12 16
font     D                ttf.c:166  unlock_current_page              [   1.52627] Unlocking page: 000001A75B0C0640
font     D                ttf.c:445  cache_glyph                      [   1.52643] Glyph 3 has zero size.
font     D                ttf.c:242  alloc_glyph_region               [   1.52660] Glyph 59: 22x24 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.52680] Locking glyph region: 000001A75B0C0640 60 0 24 24
font     D                ttf.c:166  unlock_current_page              [   1.52705] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52729] Glyph 86: 9x21 (12x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.52737] Locking glyph region: 000001A75B0C0640 84 0 12 24
font     D                ttf.c:166  unlock_current_page              [   1.52757] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52790] Glyph 82: 17x16 (20x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.52799] Locking glyph region: 000001A75B0C0640 96 0 20 16
font     D                ttf.c:166  unlock_current_page              [   1.52825] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52848] Glyph 70: 14x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.52856] Locking glyph region: 000001A75B0C0640 116 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.52873] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52887] Glyph 79: 6x24 (8x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.52893] Locking glyph region: 000001A75B0C0640 132 0 8 24
font     D                ttf.c:166  unlock_current_page              [   1.52908] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52930] Glyph 74: 17x22 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.52936] Locking glyph region: 000001A75B0C0640 140 0 20 24
font     D                ttf.c:166  unlock_current_page              [   1.52951] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.52967] Glyph 68: 15x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.52973] Locking glyph region: 000001A75B0C0640 160 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.52990] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53007] Glyph 80: 22x16 (24x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.53013] Locking glyph region: 000001A75B0C0640 176 0 24 16
font     D                ttf.c:166  unlock_current_page              [   1.53031] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53047] Glyph 11: 9x27 (12x28)
font     D                ttf.c:286  alloc_glyph_region               [   1.53053] Locking glyph region: 000001A75B0C0640 200 0 12 28
font     D                ttf.c:166  unlock_current_page              [   1.53070] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53090] Glyph 49: 21x24 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.53097] Locking glyph region: 000001A75B0C0640 212 0 24 24
font     D                ttf.c:166  unlock_current_page              [   1.53113] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53138] Glyph 15: 7x7 (8x8)
font     D                ttf.c:286  alloc_glyph_region               [   1.53145] Locking glyph region: 000001A75B0C0640 236 0 8 8
font     D                ttf.c:166  unlock_current_page              [   1.53163] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53185] Glyph 458: 16x22 (16x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.53192] Locking glyph region: 000001A75B0C0640 244 0 16 24
font     D                ttf.c:166  unlock_current_page              [   1.53210] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53230] Glyph 81: 14x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.53237] Locking glyph region: 000001A75B0C0640 260 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.53256] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53273] Glyph 12: 9x27 (12x28)
font     D                ttf.c:286  alloc_glyph_region               [   1.53280] Locking glyph region: 000001A75B0C0640 276 0 12 28
font     D                ttf.c:166  unlock_current_page              [   1.53296] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53349] Glyph 48: 25x24 (28x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.53357] Locking glyph region: 000001A75B0C0640 288 0 28 24
font     D                ttf.c:166  unlock_current_page              [   1.53379] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53395] Glyph 90: 15x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.53402] Locking glyph region: 000001A75B0C0640 316 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.53415] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53430] Glyph 76: 6x19 (8x20)
font     D                ttf.c:286  alloc_glyph_region               [   1.53436] Locking glyph region: 000001A75B0C0640 332 0 8 20
font     D                ttf.c:166  unlock_current_page              [   1.53449] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53463] Glyph 57: 23x24 (24x24)
font     D                ttf.c:286  alloc_glyph_region               [   1.53469] Locking glyph region: 000001A75B0C0640 340 0 24 24
font     D                ttf.c:166  unlock_current_page              [   1.53484] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53498] Glyph 88: 16x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.53504] Locking glyph region: 000001A75B0C0640 364 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.53518] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53533] Glyph 10: 6x7 (8x8)
font     D                ttf.c:286  alloc_glyph_region               [   1.53539] Locking glyph region: 000001A75B0C0640 380 0 8 8
font     D                ttf.c:166  unlock_current_page              [   1.53552] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53568] Glyph 73: 10x30 (12x32)
font     D                ttf.c:286  alloc_glyph_region               [   1.53574] Locking glyph region: 000001A75B0C0640 388 0 12 32
font     D                ttf.c:166  unlock_current_page              [   1.53588] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53603] Glyph 87: 14x16 (16x16)
font     D                ttf.c:286  alloc_glyph_region               [   1.53609] Locking glyph region: 000001A75B0C0640 400 0 16 16
font     D                ttf.c:166  unlock_current_page              [   1.53623] Unlocking page: 000001A75B0C0640
font     D                ttf.c:242  alloc_glyph_region               [   1.53639] Glyph 77: 8x25 (8x28)
font     D                ttf.c:286  alloc_glyph_region               [   1.53646] Locking glyph region: 000001A75B0C0640 416 0 8 28
font     D                ttf.c:166  unlock_current_page              [   1.53661] Unlocking page: 000001A75B0C0640
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.56718] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.56746] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.56942] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.56965] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.59648] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.59662] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61479] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.61493] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61588] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.61600] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61656] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.61664] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61726] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.61733] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61791] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.61799] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61855] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.61862] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61923] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.61930] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.61998] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.62010] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.63134] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.63153] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   1.63651] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   1.63665] _al_d3d_sync_bitmap (video) ref count == 1
font     D                ttf.c:242  alloc_glyph_region               [   8.47614] Glyph 20: 10x28 (12x28)
font     D                ttf.c:286  alloc_glyph_region               [   8.47653] Locking glyph region: 000001A75B0C0260 240 0 12 28
font     D                ttf.c:166  unlock_current_page              [   8.47705] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.47805] Glyph 37: 23x31 (24x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.47838] Locking glyph region: 000001A75B0C0260 252 0 24 32
font     D                ttf.c:166  unlock_current_page              [   8.48039] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48139] Glyph 69: 21x31 (24x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.48174] Locking glyph region: 000001A75B0C0260 276 0 24 32
font     D                ttf.c:166  unlock_current_page              [   8.48243] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48332] Glyph 91: 21x27 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   8.48367] Locking glyph region: 000001A75B0C0260 300 0 24 28
font     D                ttf.c:166  unlock_current_page              [   8.48432] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48519] Glyph 21: 19x29 (20x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.48532] Locking glyph region: 000001A75B0C0260 324 0 20 32
font     D                ttf.c:166  unlock_current_page              [   8.48559] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48586] Glyph 40: 20x31 (20x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.48597] Locking glyph region: 000001A75B0C0260 344 0 20 32
font     D                ttf.c:166  unlock_current_page              [   8.48618] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48660] Glyph 22: 19x29 (20x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.48681] Locking glyph region: 000001A75B0C0260 364 0 20 32
font     D                ttf.c:166  unlock_current_page              [   8.48699] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48758] Glyph 48: 31x31 (32x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.48771] Locking glyph region: 000001A75B0C0260 384 0 32 32
font     D                ttf.c:166  unlock_current_page              [   8.48805] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48831] Glyph 76: 7x26 (8x28)
font     D                ttf.c:286  alloc_glyph_region               [   8.48841] Locking glyph region: 000001A75B0C0260 416 0 8 28
font     D                ttf.c:166  unlock_current_page              [   8.48864] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48894] Glyph 79: 7x31 (8x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.48906] Locking glyph region: 000001A75B0C0260 424 0 8 32
font     D                ttf.c:166  unlock_current_page              [   8.48927] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.48985] Glyph 23: 22x28 (24x28)
font     D                ttf.c:286  alloc_glyph_region               [   8.49000] Locking glyph region: 000001A75B0C0260 432 0 24 28
font     D                ttf.c:166  unlock_current_page              [   8.49031] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.49069] Glyph 43: 24x31 (24x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.49081] Locking glyph region: 000001A75B0C0260 456 0 24 32
font     D                ttf.c:166  unlock_current_page              [   8.49110] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.49162] Glyph 24: 20x29 (20x32)
font     D                ttf.c:286  alloc_glyph_region               [   8.49172] Locking glyph region: 000001A75B0C0260 480 0 20 32
font     D                ttf.c:166  unlock_current_page              [   8.49199] Unlocking page: 000001A75B0C0260
font     D                ttf.c:242  alloc_glyph_region               [   8.49229] Glyph 81: 18x21 (20x24)
font     D                ttf.c:286  alloc_glyph_region               [   8.49239] Locking glyph region: 000001A75B0C0260 0 32 20 24
font     D                ttf.c:166  unlock_current_page              [   8.49259] Unlocking page: 000001A75B0C0260
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   8.49544] _al_d3d_sync_bitmap (system) ref count == 1
